component_id,name,observed_version,original_cpe,firmware_linkage_type,source,source_name,runtime_status,runtime_evidence,runtime_evidence_strength,upstream_product,upstream_vendor,product_identity_status,normalization_status,normalized_product_version,normalization_evidence,cpe_family_status,active_exact_match,deprecated_match,deprecated_resolution_status,deprecated_chain,resolved_active_cpe,active_product_family_match,stable_template_status,configuration_gate_passed,configuration_only_match,configuration_criteria,mapping_path,proposed_gt_cpe,proposed_decision,decision_reason,discrepancy_fields,control_cpe_id,control_cpe_id_vs_gt,review_required,review_stage,review_reason,evidence_summary
199630,data-sender-api-mod-lua_format,1,cpe:2.3:a:data-sender-api-mod-lua_format:data-sender-api-mod-lua_format:1:*:*:*:*:*:*:*,CONTROL_DIRECT,feeds/vuci/applications/vuci-app-data-sender/vuci-app-data-sender-api,data-sender-api-mod-lua_format,REVIEW_REQUIRED,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal.",MODERATE,,,PARTIAL_OR_SPLIT_COMPONENT,NOT_EVALUATED_RUNTIME_REVIEW,,,NOT_EVALUATED,false,false,,,,false,,false,false,,REVIEW_STOP,,,,N/A,,NO_CONTROL_CPE_ID,true,PRODUCT_RUNTIME,NO_FIXED_OFFICIAL_RUNTIME_ROLE_EVIDENCE,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal."
199631,data-sender-api-mod-mdcollect,1,cpe:2.3:a:data-sender-api-mod-mdcollect:data-sender-api-mod-mdcollect:1:*:*:*:*:*:*:*,CONTROL_DIRECT,feeds/vuci/applications/vuci-app-data-sender/vuci-app-data-sender-api,data-sender-api-mod-mdcollect,REVIEW_REQUIRED,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal.",MODERATE,,,PARTIAL_OR_SPLIT_COMPONENT,NOT_EVALUATED_RUNTIME_REVIEW,,,NOT_EVALUATED,false,false,,,,false,,false,false,,REVIEW_STOP,,,,N/A,,NO_CONTROL_CPE_ID,true,PRODUCT_RUNTIME,NO_FIXED_OFFICIAL_RUNTIME_ROLE_EVIDENCE,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal."
199632,data-sender-api-mod-modbus-alarm,1,cpe:2.3:a:data-sender-api-mod-modbus-alarm:data-sender-api-mod-modbus-alarm:1:*:*:*:*:*:*:*,CONTROL_DIRECT,feeds/vuci/applications/vuci-app-data-sender/vuci-app-data-sender-api,data-sender-api-mod-modbus-alarm,REVIEW_REQUIRED,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal.",MODERATE,,,PARTIAL_OR_SPLIT_COMPONENT,NOT_EVALUATED_RUNTIME_REVIEW,,,NOT_EVALUATED,false,false,,,,false,,false,false,,REVIEW_STOP,,,,N/A,,NO_CONTROL_CPE_ID,true,PRODUCT_RUNTIME,NO_FIXED_OFFICIAL_RUNTIME_ROLE_EVIDENCE,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal."
199633,data-sender-api-mod-modbus,1,cpe:2.3:a:data-sender-api-mod-modbus:data-sender-api-mod-modbus:1:*:*:*:*:*:*:*,CONTROL_DIRECT,feeds/vuci/applications/vuci-app-data-sender/vuci-app-data-sender-api,data-sender-api-mod-modbus,REVIEW_REQUIRED,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal.",MODERATE,,,PARTIAL_OR_SPLIT_COMPONENT,NOT_EVALUATED_RUNTIME_REVIEW,,,NOT_EVALUATED,false,false,,,,false,,false,false,,REVIEW_STOP,,,,N/A,,NO_CONTROL_CPE_ID,true,PRODUCT_RUNTIME,NO_FIXED_OFFICIAL_RUNTIME_ROLE_EVIDENCE,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal."
199634,data-sender-api-mod-mqtt-in,1,cpe:2.3:a:data-sender-api-mod-mqtt-in:data-sender-api-mod-mqtt-in:1:*:*:*:*:*:*:*,CONTROL_DIRECT,feeds/vuci/applications/vuci-app-data-sender/vuci-app-data-sender-api,data-sender-api-mod-mqtt-in,REVIEW_REQUIRED,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal.",MODERATE,,,PARTIAL_OR_SPLIT_COMPONENT,NOT_EVALUATED_RUNTIME_REVIEW,,,NOT_EVALUATED,false,false,,,,false,,false,false,,REVIEW_STOP,,,,N/A,,NO_CONTROL_CPE_ID,true,PRODUCT_RUNTIME,NO_FIXED_OFFICIAL_RUNTIME_ROLE_EVIDENCE,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal."
199635,data-sender-api-mod-mqtt-out,1,cpe:2.3:a:data-sender-api-mod-mqtt-out:data-sender-api-mod-mqtt-out:1:*:*:*:*:*:*:*,CONTROL_DIRECT,feeds/vuci/applications/vuci-app-data-sender/vuci-app-data-sender-api,data-sender-api-mod-mqtt-out,REVIEW_REQUIRED,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal.",MODERATE,,,PARTIAL_OR_SPLIT_COMPONENT,NOT_EVALUATED_RUNTIME_REVIEW,,,NOT_EVALUATED,false,false,,,,false,,false,false,,REVIEW_STOP,,,,N/A,,NO_CONTROL_CPE_ID,true,PRODUCT_RUNTIME,NO_FIXED_OFFICIAL_RUNTIME_ROLE_EVIDENCE,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal."
199636,data-sender-api-mod-opcua,1,cpe:2.3:a:data-sender-api-mod-opcua:data-sender-api-mod-opcua:1:*:*:*:*:*:*:*,CONTROL_DIRECT,feeds/vuci/applications/vuci-app-data-sender/vuci-app-data-sender-api,data-sender-api-mod-opcua,REVIEW_REQUIRED,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal.",MODERATE,,,PARTIAL_OR_SPLIT_COMPONENT,NOT_EVALUATED_RUNTIME_REVIEW,,,NOT_EVALUATED,false,false,,,,false,,false,false,,REVIEW_STOP,,,,N/A,,NO_CONTROL_CPE_ID,true,PRODUCT_RUNTIME,NO_FIXED_OFFICIAL_RUNTIME_ROLE_EVIDENCE,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal."
199637,data-sender-api-mod-ubus,1,cpe:2.3:a:data-sender-api-mod-ubus:data-sender-api-mod-ubus:1:*:*:*:*:*:*:*,CONTROL_DIRECT,feeds/vuci/applications/vuci-app-data-sender/vuci-app-data-sender-api,data-sender-api-mod-ubus,REVIEW_REQUIRED,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal.",MODERATE,,,PARTIAL_OR_SPLIT_COMPONENT,NOT_EVALUATED_RUNTIME_REVIEW,,,NOT_EVALUATED,false,false,,,,false,,false,false,,REVIEW_STOP,,,,N/A,,NO_CONTROL_CPE_ID,true,PRODUCT_RUNTIME,NO_FIXED_OFFICIAL_RUNTIME_ROLE_EVIDENCE,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal."
199638,data-sender-mod-base,1.15-1,cpe:2.3:a:data-sender-mod-base:data-sender-mod-base:1.15-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/teltonika/data_sender,data-sender-mod-base,REVIEW_REQUIRED,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal.",MODERATE,,,PARTIAL_OR_SPLIT_COMPONENT,NOT_EVALUATED_RUNTIME_REVIEW,,,NOT_EVALUATED,false,false,,,,false,,false,false,,REVIEW_STOP,,,,N/A,,NO_CONTROL_CPE_ID,true,PRODUCT_RUNTIME,NO_FIXED_OFFICIAL_RUNTIME_ROLE_EVIDENCE,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal."
199639,data-sender-mod-format-custom,1.15-1,cpe:2.3:a:data-sender-mod-format-custom:data-sender-mod-format-custom:1.15-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/teltonika/data_sender,data-sender-mod-format-custom,REVIEW_REQUIRED,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal.",MODERATE,,,PARTIAL_OR_SPLIT_COMPONENT,NOT_EVALUATED_RUNTIME_REVIEW,,,NOT_EVALUATED,false,false,,,,false,,false,false,,REVIEW_STOP,,,,N/A,,NO_CONTROL_CPE_ID,true,PRODUCT_RUNTIME,NO_FIXED_OFFICIAL_RUNTIME_ROLE_EVIDENCE,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal."
199640,data-sender-mod-gsm,1.15-1,cpe:2.3:a:data-sender-mod-gsm:data-sender-mod-gsm:1.15-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/teltonika/data_sender,data-sender-mod-gsm,REVIEW_REQUIRED,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal.",MODERATE,,,PARTIAL_OR_SPLIT_COMPONENT,NOT_EVALUATED_RUNTIME_REVIEW,,,NOT_EVALUATED,false,false,,,,false,,false,false,,REVIEW_STOP,,,,N/A,,NO_CONTROL_CPE_ID,true,PRODUCT_RUNTIME,NO_FIXED_OFFICIAL_RUNTIME_ROLE_EVIDENCE,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal."
199641,data-sender-mod-http,1.15-1,cpe:2.3:a:data-sender-mod-http:data-sender-mod-http:1.15-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/teltonika/data_sender,data-sender-mod-http,REVIEW_REQUIRED,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal.",MODERATE,,,PARTIAL_OR_SPLIT_COMPONENT,NOT_EVALUATED_RUNTIME_REVIEW,,,NOT_EVALUATED,false,false,,,,false,,false,false,,REVIEW_STOP,,,,N/A,,NO_CONTROL_CPE_ID,true,PRODUCT_RUNTIME,NO_FIXED_OFFICIAL_RUNTIME_ROLE_EVIDENCE,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal."
199642,data-sender-mod-lua-in,1.15-1,cpe:2.3:a:data-sender-mod-lua-in:data-sender-mod-lua-in:1.15-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/teltonika/data_sender,data-sender-mod-lua-in,REVIEW_REQUIRED,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal.",MODERATE,,,PARTIAL_OR_SPLIT_COMPONENT,NOT_EVALUATED_RUNTIME_REVIEW,,,NOT_EVALUATED,false,false,,,,false,,false,false,,REVIEW_STOP,,,,N/A,,NO_CONTROL_CPE_ID,true,PRODUCT_RUNTIME,NO_FIXED_OFFICIAL_RUNTIME_ROLE_EVIDENCE,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal."
199643,data-sender-mod-lua_format,1.15-1,cpe:2.3:a:data-sender-mod-lua_format:data-sender-mod-lua_format:1.15-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/teltonika/data_sender,data-sender-mod-lua_format,REVIEW_REQUIRED,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal.",MODERATE,,,PARTIAL_OR_SPLIT_COMPONENT,NOT_EVALUATED_RUNTIME_REVIEW,,,NOT_EVALUATED,false,false,,,,false,,false,false,,REVIEW_STOP,,,,N/A,,NO_CONTROL_CPE_ID,true,PRODUCT_RUNTIME,NO_FIXED_OFFICIAL_RUNTIME_ROLE_EVIDENCE,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal."
199644,data-sender-mod-mdcollect,1.15-1,cpe:2.3:a:data-sender-mod-mdcollect:data-sender-mod-mdcollect:1.15-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/teltonika/data_sender,data-sender-mod-mdcollect,REVIEW_REQUIRED,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal.",MODERATE,,,PARTIAL_OR_SPLIT_COMPONENT,NOT_EVALUATED_RUNTIME_REVIEW,,,NOT_EVALUATED,false,false,,,,false,,false,false,,REVIEW_STOP,,,,N/A,,NO_CONTROL_CPE_ID,true,PRODUCT_RUNTIME,NO_FIXED_OFFICIAL_RUNTIME_ROLE_EVIDENCE,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal."
199645,data-sender-mod-mnfinfo,1.15-1,cpe:2.3:a:data-sender-mod-mnfinfo:data-sender-mod-mnfinfo:1.15-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/teltonika/data_sender,data-sender-mod-mnfinfo,REVIEW_REQUIRED,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal.",MODERATE,,,PARTIAL_OR_SPLIT_COMPONENT,NOT_EVALUATED_RUNTIME_REVIEW,,,NOT_EVALUATED,false,false,,,,false,,false,false,,REVIEW_STOP,,,,N/A,,NO_CONTROL_CPE_ID,true,PRODUCT_RUNTIME,NO_FIXED_OFFICIAL_RUNTIME_ROLE_EVIDENCE,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal."
199646,data-sender-mod-modbus-alarm,1.15-1,cpe:2.3:a:data-sender-mod-modbus-alarm:data-sender-mod-modbus-alarm:1.15-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/teltonika/data_sender,data-sender-mod-modbus-alarm,REVIEW_REQUIRED,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal.",MODERATE,,,PARTIAL_OR_SPLIT_COMPONENT,NOT_EVALUATED_RUNTIME_REVIEW,,,NOT_EVALUATED,false,false,,,,false,,false,false,,REVIEW_STOP,,,,N/A,,NO_CONTROL_CPE_ID,true,PRODUCT_RUNTIME,NO_FIXED_OFFICIAL_RUNTIME_ROLE_EVIDENCE,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal."
199647,data-sender-mod-modbus,1.15-1,cpe:2.3:a:data-sender-mod-modbus:data-sender-mod-modbus:1.15-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/teltonika/data_sender,data-sender-mod-modbus,REVIEW_REQUIRED,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal.",MODERATE,,,PARTIAL_OR_SPLIT_COMPONENT,NOT_EVALUATED_RUNTIME_REVIEW,,,NOT_EVALUATED,false,false,,,,false,,false,false,,REVIEW_STOP,,,,N/A,,NO_CONTROL_CPE_ID,true,PRODUCT_RUNTIME,NO_FIXED_OFFICIAL_RUNTIME_ROLE_EVIDENCE,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal."
199648,data-sender-mod-mqtt-in,1.15-1,cpe:2.3:a:data-sender-mod-mqtt-in:data-sender-mod-mqtt-in:1.15-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/teltonika/data_sender,data-sender-mod-mqtt-in,REVIEW_REQUIRED,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal.",MODERATE,,,PARTIAL_OR_SPLIT_COMPONENT,NOT_EVALUATED_RUNTIME_REVIEW,,,NOT_EVALUATED,false,false,,,,false,,false,false,,REVIEW_STOP,,,,N/A,,NO_CONTROL_CPE_ID,true,PRODUCT_RUNTIME,NO_FIXED_OFFICIAL_RUNTIME_ROLE_EVIDENCE,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal."
199649,data-sender-mod-mqtt-out,1.15-1,cpe:2.3:a:data-sender-mod-mqtt-out:data-sender-mod-mqtt-out:1.15-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/teltonika/data_sender,data-sender-mod-mqtt-out,REVIEW_REQUIRED,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal.",MODERATE,,,PARTIAL_OR_SPLIT_COMPONENT,NOT_EVALUATED_RUNTIME_REVIEW,,,NOT_EVALUATED,false,false,,,,false,,false,false,,REVIEW_STOP,,,,N/A,,NO_CONTROL_CPE_ID,true,PRODUCT_RUNTIME,NO_FIXED_OFFICIAL_RUNTIME_ROLE_EVIDENCE,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal."
199650,data-sender-mod-opcua,1.15-1,cpe:2.3:a:data-sender-mod-opcua:data-sender-mod-opcua:1.15-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/teltonika/data_sender,data-sender-mod-opcua,REVIEW_REQUIRED,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal.",MODERATE,,,PARTIAL_OR_SPLIT_COMPONENT,NOT_EVALUATED_RUNTIME_REVIEW,,,NOT_EVALUATED,false,false,,,,false,,false,false,,REVIEW_STOP,,,,N/A,,NO_CONTROL_CPE_ID,true,PRODUCT_RUNTIME,NO_FIXED_OFFICIAL_RUNTIME_ROLE_EVIDENCE,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal."
199651,data-sender-mod-ubus,1.15-1,cpe:2.3:a:data-sender-mod-ubus:data-sender-mod-ubus:1.15-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/teltonika/data_sender,data-sender-mod-ubus,REVIEW_REQUIRED,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal.",MODERATE,,,PARTIAL_OR_SPLIT_COMPONENT,NOT_EVALUATED_RUNTIME_REVIEW,,,NOT_EVALUATED,false,false,,,,false,,false,false,,REVIEW_STOP,,,,N/A,,NO_CONTROL_CPE_ID,true,PRODUCT_RUNTIME,NO_FIXED_OFFICIAL_RUNTIME_ROLE_EVIDENCE,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal."
