component_id,name,observed_version,audited_actual_product,current_gt_cpe,risk_flags,official_product_boundary,cpe_title_summary,cpe_reference_summary,nvd_usage_summary,nvd_representative_case_review,product_boundary_status,version_space_status,audit_status,audit_reason,evidence_strength
199854,libcurl4,8.11.0-23.2,libcurl,cpe:2.3:a:haxx:libcurl:8.11.0:*:*:*:*:*:*:*,"[""UMBRELLA_PROJECT_SUBPRODUCT"", ""CLI_VS_LIBRARY""]","The curl project explicitly defines libcurl as its client-side transfer library, separate from the curl CLI, and the CPE family directly names libcurl.",Haxx libcurl | Haxx libcurl 6.0 | Haxx libcurl 6.1,https://github.com/CVEProject/cvelist/blob/master/2021/22xxx/CVE-2021-22945.json | https://curl.se/ | https://curl.se/changes.html | http://curl.haxx.se/,occurrences=956; CVEs=61; distinct criteria=147; configuration AND/OR/unset=12/0/944; node AND/OR=0/956; ranged=36; DIRECT_LIBRARY_USAGE: representative cases explicitly describe libcurl APIs and behavior.,"[{""cve_id"": ""CVE-2025-0725"", ""description"": ""When libcurl is asked to perform automatic gzip decompression of\ncontent-encoded HTTP responses with the `CURLOPT_ACCEPT_ENCODING` option,\n**using zlib 1.2.0.3 or older**, an attacker-controlled integer overflow would\nmake libcurl perform a buffer overflow."", ""references"": [""https://curl.se/docs/CVE-2025-0725.html"", ""https://curl.se/docs/CVE-2025-0725.json"", ""https://hackerone.com/reports/2956023"", ""http://www.openwall.com/lists/oss-security/2025/02/05/3""]}, {""cve_id"": ""CVE-2024-32928"", ""description"": ""The libcurl CURLOPT_SSL_VERIFYPEER option was disabled on a subset of requests made by Nest production devices which enabled a potential man-in-the-middle attack on requests to Google cloud services by any host the traffic was routed through."", ""references"": [""https://support.google.com/product-documentation/answer/14771247?hl=en&ref_topic=12974021&sjid=9111851316942032590-NA#zippy=""]}, {""cve_id"": ""CVE-2024-7264"", ""description"": ""libcurl's ASN1 parser code has the `GTime2str()` function, used for parsing an\nASN.1 Generalized Time field. If given an syntactically incorrect field, the\nparser might end up using -1 for the length of the *time fraction*, leading to\na `strlen()` getting performed on a pointer to a heap buffer area that is not\n(purposely) null terminated.\n\nThis flaw most likely leads to a crash, but can also lead to heap contents\ngetting returned to the application when\n[CURLINFO_CERTINFO](https://curl.se/libcurl/c/CURLINFO_CERTINFO.html) is used."", ""references"": [""http://www.openwall.com/lists/oss-security/2024/07/31/1"", ""https://curl.se/docs/CVE-2024-7264.html"", ""https://curl.se/docs/CVE-2024-7264.json"", ""https://hackerone.com/reports/2629968""]}]",SAME_PRODUCT,ALIGNED,KEEP,"The curl project explicitly defines libcurl as its client-side transfer library, separate from the curl CLI, and the CPE family directly names libcurl. libcurl follows upstream 8.11.0; 23.2 is distribution packaging data.",STRONG
199866,libjson-c5,0.15-2,json-c,cpe:2.3:a:json-c:json-c:0.15:*:*:*:*:*:*:*,"[""ABI_SUFFIXED_PACKAGE"", ""LIBRARY_PRODUCT""]",The ABI-suffixed distribution package contains the json-c library and maps to the direct json-c family.,Json-c Json-c - | Json-c Json-c 0.1 | json-c 0.10,https://github.com/json-c/json-c | https://github.com/json-c/json-c/tags | https://github.com/json-c/json-c/blob/master/ChangeLog | https://json-c.github.io/json-c/,occurrences=4; CVEs=4; distinct criteria=2; configuration AND/OR/unset=0/0/4; node AND/OR=0/4; ranged=3,[],SAME_PRODUCT,ALIGNED,KEEP,The ABI-suffixed distribution package contains the json-c library and maps to the direct json-c family. 0.15 is the upstream release and 2 is package release data.,MODERATE
199871,liblzo2,2.10-4,LZO,cpe:2.3:a:lzo_project:lzo:2.10:*:*:*:*:*:*:*,"[""ABI_SUFFIXED_PACKAGE"", ""LIBRARY_PRODUCT""]",The ABI-suffixed package contains the LZO compression library represented by the LZO family.,LZO Project LZO 2.00 | LZO Project LZO 2.01 | LZO Project LZO 2.02,http://www.oberhumer.com | http://www.oberhumer.com/opensource/lzo/ | http://www.oberhumer.com/opensource/lzo/download/,occurrences=0; CVEs=0; distinct criteria=0; configuration AND/OR/unset=0/0/0; node AND/OR=0/0; ranged=0,[],SAME_PRODUCT,ALIGNED,KEEP,The ABI-suffixed package contains the LZO compression library represented by the LZO family. 2.10 is the upstream release and 4 is package release data.,MODERATE
199875,libmnl0,1.0.4-2,libmnl,cpe:2.3:a:netfilter:libmnl:1.0.4:*:*:*:*:*:*:*,"[""ABI_SUFFIXED_PACKAGE"", ""LIBRARY_PRODUCT""]",The installed library is Netfilter's separately released libmnl project and has a direct libmnl family.,netfilter libmnl 1.0.0 | netfilter libmnl 1.0.1 | netfilter libmnl 1.0.2,https://www.netfilter.org/ | https://www.netfilter.org/projects/libmnl/ | https://www.netfilter.org/projects/libmnl/downloads.html,occurrences=0; CVEs=0; distinct criteria=0; configuration AND/OR/unset=0/0/0; node AND/OR=0/0; ranged=0,[],SAME_PRODUCT,ALIGNED,KEEP,The installed library is Netfilter's separately released libmnl project and has a direct libmnl family. 1.0.4 is the upstream release and 2 is package release data.,MODERATE
199877,libmosquitto-ssl,2.0.20-1,Eclipse Mosquitto,cpe:2.3:a:eclipse:mosquitto:2.0.20:*:*:*:*:*:*:*,"[""LIBRARY_VS_APPLICATION"", ""UMBRELLA_PROJECT_COMPONENT"", ""BUILD_FLAVOR""]","The official Mosquitto project definition explicitly comprises the broker, clients, and libmosquitto client library; this SSL-enabled library package remains inside the Mosquitto product boundary.",Eclipse Mosquitto | Eclipse Mosquitto 0.1 | Eclipse Mosquitto 0.10,https://projects.eclipse.org/projects/iot.mosquitto | https://www.eclipse.org/ | https://mosquitto.org/files/source/ | https://mosquitto.org/,"occurrences=27; CVEs=26; distinct criteria=2; configuration AND/OR/unset=0/0/27; node AND/OR=0/27; ranged=26; PROJECT_WIDE_USAGE: representative cases include both broker and libmosquitto client-library behavior, matching the official project definition that comprises both.","[{""cve_id"": ""CVE-2024-3935"", ""description"": ""In Eclipse Mosquito, versions from 2.0.0 through 2.0.18, if a Mosquitto broker is configured to create an outgoing bridge connection, and that bridge connection has an incoming topic configured that makes use of topic remapping, then if the remote connection sends a crafted PUBLISH packet to the broker a double free will occur with a subsequent crash of the broker."", ""references"": [""https://github.com/eclipse-mosquitto/mosquitto/commit/ae7a804dadac8f2aaedb24336df8496a9680fda9"", ""https://gitlab.eclipse.org/security/vulnerability-reports/-/issues/197"", ""https://mosquitto.org/blog/2024/10/version-2-0-19-released/"", ""https://lists.debian.org/debian-lts-announce/2025/02/msg00022.html""]}, {""cve_id"": ""CVE-2024-10525"", ""description"": ""In Eclipse Mosquitto, from version 1.3.2 through 2.0.18, if a malicious broker sends a crafted SUBACK packet with no reason codes, a client using libmosquitto may make out of bounds memory access when acting in its on_subscribe callback. This affects the mosquitto_sub and mosquitto_rr clients."", ""references"": [""https://github.com/eclipse-mosquitto/mosquitto/commit/8ab20b4ba4204fdcdec78cb4d9f03c944a6e0e1c"", ""https://gitlab.eclipse.org/security/vulnerability-reports/-/issues/190"", ""https://mosquitto.org/blog/2024/10/version-2-0-19-released/"", ""https://lists.debian.org/debian-lts-announce/2025/02/msg00022.html""]}, {""cve_id"": ""CVE-2024-8376"", ""description"": ""In Eclipse Mosquitto up to version 2.0.18a, an attacker can achieve memory leaking, segmentation fault or heap-use-after-free by sending specific sequences of \""CONNECT\"", \""DISCONNECT\"", \""SUBSCRIBE\"", \""UNSUBSCRIBE\"" and \""PUBLISH\"" packets."", ""references"": [""https://github.com/eclipse-mosquitto/mosquitto/commit/1914b3ee2a18102d0a94cbdbbfeae1afa03edd17"", ""https://github.com/eclipse/mosquitto/releases/tag/v2.0.19"", ""https://gitlab.eclipse.org/security/cve-assignement/-/issues/26"", ""https://gitlab.eclipse.org/security/vulnerability-reports/-/issues/216""]}]",SAME_PRODUCT,ALIGNED,KEEP,"The official Mosquitto project definition explicitly comprises the broker, clients, and libmosquitto client library; this SSL-enabled library package remains inside the Mosquitto product boundary. The library shares Mosquitto release 2.0.20; 1 is package release data.",STRONG
199878,libnetfilter-conntrack3,1.0.8-1,libnetfilter_conntrack,cpe:2.3:a:netfilter:libnetfilter_conntrack:1.0.8:*:*:*:*:*:*:*,"[""ABI_SUFFIXED_PACKAGE"", ""LIBRARY_PRODUCT""]",The ABI-suffixed package is the direct Netfilter libnetfilter_conntrack library product.,Netfilter libnetfilter_conntrack 0.0.100 | Netfilter libnetfilter_conntrack 0.0.101 | Netfilter libnetfilter_conntrack 0.0.102,http://www.netfilter.org/projects/libnetfilter_conntrack/ | http://www.netfilter.org/projects/libnetfilter_conntrack/files,occurrences=0; CVEs=0; distinct criteria=0; configuration AND/OR/unset=0/0/0; node AND/OR=0/0; ranged=0,[],SAME_PRODUCT,ALIGNED,KEEP,The ABI-suffixed package is the direct Netfilter libnetfilter_conntrack library product. 1.0.8 is the upstream release and 1 is package release data.,MODERATE
199880,libnfnetlink0,1.0.1-4,libnfnetlink,cpe:2.3:a:netfilter:libnfnetlink:1.0.1:*:*:*:*:*:*:*,"[""ABI_SUFFIXED_PACKAGE"", ""LIBRARY_PRODUCT""]",The ABI-suffixed package is the direct Netfilter libnfnetlink library product.,Netfilter libnfnetlink 0.0.11 | Netfilter libnfnetlink 0.0.12 | Netfilter libnfnetlink 0.0.13,http://www.netfilter.org/projects/libnfnetlink/files | http://www.netfilter.org/projects/libnfnetlink/,occurrences=0; CVEs=0; distinct criteria=0; configuration AND/OR/unset=0/0/0; node AND/OR=0/0; ranged=0,[],SAME_PRODUCT,ALIGNED,KEEP,The ABI-suffixed package is the direct Netfilter libnfnetlink library product. 1.0.1 is the upstream release and 4 is package release data.,MODERATE
199881,libnftnl11,1.2.5-5,libnftnl,cpe:2.3:a:netfilter:libnftnl:1.2.5:*:*:*:*:*:*:*,"[""ABI_SUFFIXED_PACKAGE"", ""LIBRARY_PRODUCT""]",The ABI-suffixed package is the direct Netfilter libnftnl library product.,netfilter libnftnl | Netfilter libnftnl 1.1.4,https://netfilter.org/projects/libnftnl/ | https://netfilter.org/projects/libnftnl/files | http://www.netfilter.org | https://www.netfilter.org/projects/libnftnl/files/,occurrences=0; CVEs=0; distinct criteria=0; configuration AND/OR/unset=0/0/0; node AND/OR=0/0; ranged=0,[],SAME_PRODUCT,ALIGNED,KEEP,The ABI-suffixed package is the direct Netfilter libnftnl library product. 1.2.5 is the upstream release and 5 is package release data.,MODERATE
199882,libnghttp2-14,1.43.0-1,nghttp2,cpe:2.3:a:nghttp2:nghttp2:1.43.0:*:*:*:*:*:*:*,"[""LIBRARY_VS_APPLICATION"", ""UMBRELLA_PROJECT_COMPONENT"", ""ABI_SUFFIXED_PACKAGE""]",The official nghttp2 project defines its reusable C library as the core framing implementation and also ships applications; the installed libnghttp2 remains within the nghttp2 product boundary.,nghttp2 0.1.0 | nghttp2 0.2.0 | nghttp2 0.3.0,https://github.com/nghttp2/nghttp2/tags | https://nghttp2.org/ | https://github.com/nghttp2/nghttp2 | https://github.com/tatsuhiro-t/nghttp2/releases,"occurrences=9; CVEs=9; distinct criteria=1; configuration AND/OR/unset=0/0/9; node AND/OR=0/9; ranged=9; PROJECT_WIDE_USAGE: representative cases cover nghttpx and the nghttp2 library, both shipped by the official nghttp2 project.","[{""cve_id"": ""CVE-2026-58055"", ""description"": ""nghttp2's nghttpx proxy through 1.69.0 forwards an HTTP/1.1 Upgrade request that also carries a Content-Length header and body onto reusable keep-alive backend connections, re-adding the Upgrade and Connection headers while passing Content-Length verbatim. A backend that resolves the resulting ambiguous message in the attacker's favor enables HTTP request/response smuggling and cross-client response-queue poisoning."", ""references"": [""https://github.com/bikini/exploitarium/tree/main/nghttp2-nghttpx-upgrade-queue-poison-poc"", ""https://github.com/nghttp2/nghttp2/commit/ab28105c4a0197da24f8bfc414bc116055249e1e"", ""https://www.vulncheck.com/advisories/nghttp2-nghttpx-http-request-response-smuggling-via-upgrade-request-with-content-length""]}, {""cve_id"": ""CVE-2026-27135"", ""description"": ""nghttp2 is an implementation of the Hypertext Transfer Protocol version 2 in C. Prior to version 1.68.1, the nghttp2 library stops reading the incoming data when user facing public API `nghttp2_session_terminate_session` or `nghttp2_session_terminate_session2` is called by the application. They might be called internally by the library when it detects the situation that is subject to connection error. Due to the missing internal state validation, the library keeps reading the rest of the data after one of those APIs is called. Then receiving a malformed frame that causes FRAME_SIZE_ERROR causes assertion failure. nghttp2 v1.68.1 adds missing state validation to avoid assertion failure. No known workarounds are available."", ""references"": [""https://github.com/nghttp2/nghttp2/commit/5c7df8fa815ac1004d9ecb9d1f7595c4d37f46e1"", ""https://github.com/nghttp2/nghttp2/security/advisories/GHSA-6933-cjhr-5qg6"", ""http://www.openwall.com/lists/oss-security/2026/03/20/3"", ""https://lists.debian.org/debian-lts-announce/2026/05/msg00025.html""]}, {""cve_id"": ""CVE-2024-28182"", ""description"": ""nghttp2 is an implementation of the Hypertext Transfer Protocol version 2 in C. The nghttp2 library prior to version 1.61.0 keeps reading the unbounded number of HTTP/2 CONTINUATION frames even after a stream is reset to keep HPACK context in sync.  This causes excessive CPU usage to decode HPACK stream. nghttp2 v1.61.0 mitigates this vulnerability by limiting the number of CONTINUATION frames it accepts per stream. There is no workaround for this vulnerability."", ""references"": [""http://www.openwall.com/lists/oss-security/2024/04/03/16"", ""https://github.com/nghttp2/nghttp2/commit/00201ecd8f982da3b67d4f6868af72a1b03b14e0"", ""https://github.com/nghttp2/nghttp2/commit/d71a4668c6bead55805d18810d633fbb98315af9"", ""https://github.com/nghttp2/nghttp2/security/advisories/GHSA-x6x3-gv8h-m57q""]}]",SAME_PRODUCT,ALIGNED,KEEP,The official nghttp2 project defines its reusable C library as the core framing implementation and also ships applications; the installed libnghttp2 remains within the nghttp2 product boundary. The library uses the nghttp2 1.43.0 release; 1 is package release data.,STRONG
199888,libopenssl3,3.0.14-3,OpenSSL,cpe:2.3:a:openssl:openssl:3.0.14:*:*:*:*:*:*:*,"[""LIBRARY_VS_APPLICATION"", ""SPLIT_UPSTREAM_PRODUCT""]",libssl.so.3 and libcrypto.so.3 are core OpenSSL libraries from the OpenSSL 3.0.14 source product; the family represents the OpenSSL toolkit rather than only its CLI.,OpenSSL Project OpenSSL | OpenSSL Project OpenSSL 0.9.1c | OpenSSL Project OpenSSL 0.9.2b,https://www.openssl.org/ | https://github.com/openssl/openssl/tags | https://www.openssl.org/source/old/ | https://github.com/openssl/openssl,occurrences=4782; CVEs=294; distinct criteria=305; configuration AND/OR/unset=73/0/4709; node AND/OR=0/4782; ranged=392; TOOLKIT_WIDE_USAGE: representative cases describe OpenSSL library APIs and command-line equivalents within the same toolkit.,"[{""cve_id"": ""CVE-2026-9076"", ""description"": ""Issue summary: When CMS password-based decryption (RFC 3211 / PWRI key unwrap)\nprocesses attacker-supplied CMS data, an attacker-chosen stream-mode KEK\ncipher can trigger a heap out-of-bounds read in kek_unwrap_key().\n\nImpact summary: A heap buffer over-read may trigger a crash which leads to\nDenial of Service for an application if the input buffer ends at a memory\npage boundary and the following page is unmapped. There is no information\ndisclosure as the over-read bytes are not revealed to the attacker.\n\nThe key unwrapping function performs a check-byte test as specified in the\nRFC that reads 7 bytes from a heap allocation that is based on the wrapped\nkey length from the message. There is a minimum length check based on the\nblock length of the wrapping cipher. However the cipher is selected from\nan OID carried in the attacker's PWRI keyEncryptionAlgorithm with no\nrequirement that the cipher be a block cipher. When an attacker selects\na stream-mode cipher the guard will be ineffective and the allocated buffer\ncontaining the unwrapped key can be too small to fit the check-bytes\nspecified in the RFC and a buffer over-read can happen.\n\nApplications calling CMS_decrypt() or CMS_decrypt_set1_password()\n(equivalently openssl cms -decrypt -pwri_password ...) on untrusted CMS\ndata are vulnerable to this issue. No password knowledge is required: the\nover-read happens during the unwrap attempt before any authentication\nsucceeds.\n\nThe over-read is limited to a few bytes and is not written to output, so\nthere is no information disclosure. Triggering a crash requires the\nallocation to border unmapped memory, which is unlikely with the normal\nallocator.\n\nThe FIPS modules are not affected by this issue."", ""references"": [""https://github.com/openssl/openssl/commit/05b066366842f930fadd9a6e94df98030af431bb"", ""https://github.com/openssl/openssl/commit/3d8d5bc1056b2f62da9fede23fedbf47e85187b0"", ""https://github.com/openssl/openssl/commit/715349a1d7c6db970e6815dafb90915f07307f98"", ""https://github.com/openssl/openssl/commit/77bf00ab13f6ff5e516535432f0328ed70ec0c26""]}, {""cve_id"": ""CVE-2026-7383"", ""description"": ""Issue summary: A signed integer overflow when sizing the destination\nbuffer for Unicode output in ASN1_mbstring_ncopy() can lead to a heap\nbuffer overflow.\n\nImpact summary: A heap buffer overflow may lead to a crash or possibly\nattacker controlled code execution or other undefined behaviour.\n\nIn ASN1_mbstring_copy() and ASN1_mbstring_ncopy() the destination\nsize for Unicode output is computed in a signed int: by left shift\nof the input character count for BMPSTRING (UTF-16) and\nUNIVERSALSTRING (UTF-32), and by summing per-character byte counts\nfor UTF8STRING. The calculation overflows when the input reaches\naround 2^30 characters. In the worst case (UNIVERSALSTRING at 2^30\ncharacters) the size wraps to zero, OPENSSL_malloc(1) is called, and\nthe subsequent character copy writes several gigabytes past the\none-byte allocation.\n\nX.509 certificate processing routes through ASN1_STRING_set_by_NID(),\nwhose DIRSTRING_TYPE mask excludes UNIVERSALSTRING and whose per-NID\nsize limits cap the input length; no network protocol or\ncertificate-handling path in OpenSSL exercises the overflow.\nTriggering the bug requires an application that calls\nASN1_mbstring_copy() or ASN1_mbstring_ncopy() directly, or registers\na custom string type via ASN1_STRING_TABLE_add(), with\nattacker-controlled input on the order of half a gigabyte or more.\nFor these reasons this issue was assigned Low severity.\n\nThe FIPS modules in 4.0, 3.6, 3.5, 3.4 and 3.0 are not affected by\nthis issue, as the affected code is outside the OpenSSL FIPS module\nboundary."", ""references"": [""https://github.com/openssl/openssl/commit/4f8d2bddaa2c8e06f9c33390ee1717059a6e4be6"", ""https://github.com/openssl/openssl/commit/80c15faaf78042bbb8654a0e234c50c381732f74"", ""https://github.com/openssl/openssl/commit/bd17511070fb39a67bfa19682affb765e706a974"", ""https://github.com/openssl/openssl/commit/c332adaced43bcbb85f97410597e951c11ec3083""]}, {""cve_id"": ""CVE-2026-45447"", ""description"": ""Issue summary: A specially crafted PKCS#7 or S/MIME signed message could\ntrigger a use-after-free during PKCS#7 signature verification.\n\nImpact summary: A use-after-free may result in process crashes, heap\ncorruption, or potentially remote code execution.\n\nWhen processing a PKCS#7 or S/MIME signed message, if the SignedData\ndigestAlgorithms field is present as an empty ASN.1 SET, OpenSSL may\nincorrectly free a caller-owned BIO during PKCS7_verify(). A subsequent\nuse of the BIO by the calling application results in a use-after-free\ncondition.\n\nIn the common case this occurs when the application later calls\nBIO_free() on the BIO originally passed to PKCS7_verify(). Depending\non allocator behavior and application-specific BIO usage patterns, this\nmay result in a crash or other memory corruption. In some application\ncontexts this may potentially be exploitable for remote code execution.\n\nApplications that process PKCS#7 or S/MIME signed messages using OpenSSL\nPKCS#7 APIs may be affected. Applications using the CMS APIs for this\nprocessing are not affected.\n\nThe FIPS modules in 4.0, 3.6, 3.5, 3.4, and 3.0 are not affected by this\nissue, as the affected code is outside the OpenSSL FIPS module boundary."", ""references"": [""https://github.com/openssl/openssl/commit/3aad5eb7af4de4ee0633c30a8541a54d9bbde63c"", ""https://github.com/openssl/openssl/commit/7d4a980c62258c5910cc883936e0c8dbab4d75a8"", ""https://github.com/openssl/openssl/commit/9dfd688ad2290fc5075cacbc9bf0c9a93eefed54"", ""https://github.com/openssl/openssl/commit/a541ae8bfe849a30cc885e8780715c0f488e496c""]}]",SAME_PRODUCT,ALIGNED,KEEP,libssl.so.3 and libcrypto.so.3 are core OpenSSL libraries from the OpenSSL 3.0.14 source product; the family represents the OpenSSL toolkit rather than only its CLI. 3.0.14 is the upstream OpenSSL release and 3 is package release data.,STRONG
199890,libpcap1,1.9.1-3,libpcap,cpe:2.3:a:tcpdump:libpcap:1.9.1:*:*:*:*:*:*:*,"[""VENDOR_LABEL_DIFFERS"", ""LIBRARY_PRODUCT"", ""ABI_SUFFIXED_PACKAGE""]","The ABI-suffixed package contains the tcpdump project's separately named libpcap library, matching the direct libpcap family.",Tcpdump Libpcap | Tcpdump Libpcap 0.5 | Tcpdump Libpcap 0.6.1,https://www.tcpdump.org/index.html#source | http://www.tcpdump.org/release | http://www.tcpdump.org/ | https://github.com/the-tcpdump-group/libpcap,occurrences=8; CVEs=8; distinct criteria=1; configuration AND/OR/unset=1/0/7; node AND/OR=0/8; ranged=8,[],SAME_PRODUCT,ALIGNED,KEEP,"The ABI-suffixed package contains the tcpdump project's separately named libpcap library, matching the direct libpcap family. 1.9.1 is the upstream release and 3 is package release data.",MODERATE
199891,libpcre2,10.37-5,PCRE2,cpe:2.3:a:pcre:pcre2:10.37:*:*:*:*:*:*:*,"[""LIBRARY_PRODUCT""]",The installed PCRE2 library and the pcre:pcre2 family identify the same second-generation PCRE product.,Pcre Pcre2 - | PCRE2 10.00 | PCRE2 10.10,https://github.com/PCRE2Project/pcre2/releases | https://bugzilla.redhat.com/show_bug.cgi?id=2077976 | https://sourceforge.net/projects/pcre/files/pcre2/10.21/ | https://www.pcre.org/,occurrences=11; CVEs=11; distinct criteria=4; configuration AND/OR/unset=0/0/11; node AND/OR=0/11; ranged=6,[],SAME_PRODUCT,ALIGNED,KEEP,The installed PCRE2 library and the pcre:pcre2 family identify the same second-generation PCRE product. 10.37 is the upstream release and 5 is package release data.,MODERATE
199913,libusb-1.0-0,1.0.24-5,libusb,cpe:2.3:a:libusb:libusb:1.0.24:-:*:*:*:*:*:*,"[""ABI_SUFFIXED_PACKAGE"", ""LIBRARY_PRODUCT""]",The ABI-suffixed package contains the direct libusb library product.,libusb 0.9.0 | libusb 0.9.1 | libusb 0.9.2,https://github.com/libusb/libusb | https://libusb.info/ | https://github.com/libusb/libusb/tags,occurrences=2; CVEs=2; distinct criteria=1; configuration AND/OR/unset=0/0/2; node AND/OR=0/2; ranged=2,[],SAME_PRODUCT,ALIGNED,KEEP,The ABI-suffixed package contains the direct libusb library product. The official project release is 1.0.24 and 5 is package release data.,STRONG
199933,minizip,4.0.7-2,minizip-ng,cpe:2.3:a:zlib-ng:minizip-ng:4.0.7:*:*:*:*:*:*:*,"[""UMBRELLA_PROJECT_SUBPROJECT"", ""HISTORICAL_FORK_NAME""]","The installed minizip payload comes from the independently released minizip-ng repository, not from the zlib or zlib-ng core product; the CPE family directly names minizip-ng.",zlib-ng minizip-ng 1.1-1 | zlib-ng minizip-ng 1.1-2 | zlib-ng minizip-ng 1.1-3,https://github.com/zlib-ng/minizip-ng | https://github.com/zlib-ng/minizip-ng/tags | https://github.com/zlib-ng/minizip-ng/issues/740 | https://github.com/zlib-ng/minizip-ng/releases,occurrences=3; CVEs=3; distinct criteria=2; configuration AND/OR/unset=0/0/3; node AND/OR=0/3; ranged=1,[],SAME_PRODUCT,ALIGNED,KEEP,"The installed minizip payload comes from the independently released minizip-ng repository, not from the zlib or zlib-ng core product; the CPE family directly names minizip-ng. 4.0.7 is the minizip-ng upstream release and 2 is package release data.",STRONG
199956,open62541,v1.4.0-r,open62541,cpe:2.3:a:open62541:open62541:1.4.0:-:*:*:*:*:*:*,"[""NON_OPKG_VERSION_FORM""]",The firmware library identifies the open62541 OPC UA project and the CPE family directly names it.,open62541 0.1 | open62541 0.1.0 Release Candidate 1 | open62541 0.1.0 Release Candidate 2,https://open62541.org/ | https://github.com/open62541/open62541/tags | https://github.com/open62541/open62541/releases | http://www.open62541.org/,occurrences=6; CVEs=2; distinct criteria=5; configuration AND/OR/unset=0/0/6; node AND/OR=0/6; ranged=2,[],SAME_PRODUCT,ALIGNED,KEEP,The firmware library identifies the open62541 OPC UA project and the CPE family directly names it. The official final tag is v1.4.0; the firmware's v/r notation is normalized to 1.4.0 without discarding a prerelease qualifier.,STRONG
199959,openvpn-openssl,2.6.9-5,OpenVPN,cpe:2.3:a:openvpn:openvpn:2.6.9:*:*:*:community:*:*:*,"[""BUILD_FLAVOR"", ""EDITION_SPECIFIC_CPE""]","openvpn-openssl is the OpenSSL-linked build flavor of OpenVPN Community Edition, not a separate upstream product; the CPE's community sw_edition preserves that boundary.",OpenVPN | OpenVPN 0.90 Community Edition | OpenVPN 0.91 Community Edition,https://github.com/OpenVPN/openvpn | https://openvpn.net/open-source-or-access-server/ | https://community.openvpn.net/openvpn/wiki/ChangesInOpenvpn1x | https://community.openvpn.net/openvpn/wiki/ChangesInOpenvpn20,occurrences=730; CVEs=50; distinct criteria=181; configuration AND/OR/unset=11/0/719; node AND/OR=0/730; ranged=51; PRODUCT_AND_PLATFORM_USAGE: representative cases include general OpenVPN and Windows-service behavior; platform applicability is not inferred for this product-boundary audit.,"[{""cve_id"": ""CVE-2026-13379"", ""description"": ""The Windows interactive service in OpenVPN 2.7_alpha1 through 2.7.4 allows remote attackers to cause persistent DNS state pollution or a service crash via a crafted search domain during the disconnection process"", ""references"": [""https://community.openvpn.net/ReleaseHistory#openvpn-275-released-1-july-2026"", ""https://community.openvpn.net/Security%20Announcements/CVE-2026-13379""]}, {""cve_id"": ""CVE-2026-13117"", ""description"": ""An incomplete guard in OpenVPN 2.6.0 through 2.6.20 and 2.7_alpha1 through 2.7.4 allows remote authenticated peers to trigger a use-after-free during TLS session promotion, potentially leading to a denial of service or memory leakage"", ""references"": [""https://community.openvpn.net/ReleaseHistory#openvpn-2621-released-1-july-2026"", ""https://community.openvpn.net/ReleaseHistory#openvpn-275-released-1-july-2026"", ""https://community.openvpn.net/Security%20Announcements/CVE-2026-13117""]}, {""cve_id"": ""CVE-2026-12996"", ""description"": ""A use-after-free in OpenVPN 2.6.0 through 2.6.20 and 2.7_alpha1 through 2.7.4 allows remote authenticated peers to potentially cause a denial of service or leak memory via crafted packets during TLS session promotion or expiry"", ""references"": [""https://community.openvpn.net/ReleaseHistory#openvpn-2621-released-1-july-2026"", ""https://community.openvpn.net/ReleaseHistory#openvpn-275-released-1-july-2026"", ""https://community.openvpn.net/Security%20Announcements/CVE-2026-12996"", ""https://lists.debian.org/debian-lts-announce/2026/07/msg00013.html""]}]",SAME_PRODUCT,ALIGNED,KEEP,"openvpn-openssl is the OpenSSL-linked build flavor of OpenVPN Community Edition, not a separate upstream product; the CPE's community sw_edition preserves that boundary. 2.6.9 is the OpenVPN upstream release and 5 is package release data.",STRONG
200023,strongswan,5.9.14-24,strongSwan,cpe:2.3:a:strongswan:strongswan:5.9.14:-:*:*:*:*:*:*,"[""SPLIT_UPSTREAM_PRODUCT"", ""CLIENT_SERVER_PLUGIN_SUITE""]",The main package contains core libstrongswan and configuration from the strongSwan IPsec product; separately named subprojects such as davici retain separate families.,StrongSwan strongSwan 2.0.0 | StrongSwan strongSwan 2.0.1 | StrongSwan strongSwan 2.0.2,http://strongswan.org/blog/2013/08/01/strongswan-5.1.0-released.html | http://wiki.strongswan.org/projects/strongswan/wiki/Changelog51 | http://download.strongswan.org/ | http://strongswan.org/,occurrences=667; CVEs=37; distinct criteria=134; configuration AND/OR/unset=0/0/667; node AND/OR=0/667; ranged=22,[],SAME_PRODUCT,ALIGNED,KEEP,The main package contains core libstrongswan and configuration from the strongSwan IPsec product; separately named subprojects such as davici retain separate families. 5.9.14 is the upstream release and 24 is package release data.,STRONG
